tag,mark_file,mark_date,mark_site,release_date,release_site,species_code,species_name,run_code,run_name,rear_type_code,rear_type_name,recap_date,recap_file,recap_release_date,recap_release_site,recap_site,recap_species_code,recap_species_name,recap_run_code,recap_run_name,recap_rear_type_code,recap_rear_type_name,recap_length,recap_capture_method_name,recap_capture_method_code,recap_count
384.1B796B32A2,CGS11194.TW1,7/13/2011,TWISPR - Twisp River,7/21/2011,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/8/2012,CGS12160.TW1,7/10/2012,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,530,Weir Trap,WTRAP,1
384.1B796B32A2,CGS11194.TW1,7/13/2011,TWISPR - Twisp River,7/21/2011,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,5/28/2013,CGS13148.TW1,6/28/2013,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,560,Weir Trap,WTRAP,1
384.1B796B32A2,CGS11194.TW1,7/13/2011,TWISPR - Twisp River,7/21/2011,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/2/2014,CGS14153.TW2,7/3/2014,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,600,Weir Trap,WTRAP,1
384.1B796B387C,CGS12160.TW2,6/8/2012,TWISPW - Twisp River Weir (WDFW),6/13/2012,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/2/2014,CGS14153.TW2,6/18/2014,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,600,Weir Trap,WTRAP,1
384.1B796B3894,CGS11194.TW1,7/13/2011,TWISPR - Twisp River,8/13/2011,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/8/2012,CGS12160.TW1,7/20/2012,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,470,Weir Trap,WTRAP,1
384.1B796B3E65,CGS12160.TW2,6/8/2012,TWISPW - Twisp River Weir (WDFW),6/23/2012,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/2/2014,CGS14153.TW2,7/5/2014,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,600,Weir Trap,WTRAP,1
384.1B796B3E9C,CGS12160.TW2,6/8/2012,TWISPW - Twisp River Weir (WDFW),6/23/2012,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/2/2014,CGS14153.TW2,7/8/2014,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,600,Weir Trap,WTRAP,1
384.1B796B7B69,CGS11194.TW1,7/13/2011,TWISPR - Twisp River,7/29/2011,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/8/2012,CGS12160.TW1,7/12/2012,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,590,Weir Trap,WTRAP,1
384.1B796B7B69,CGS11194.TW1,7/13/2011,TWISPR - Twisp River,7/29/2011,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,5/7/2014,CGS14127.WL1,6/3/2014,WELLD2 - WEL - Release into the West Adult Fish Ladder,WELLD2 - WEL - Release into the West Adult Fish Ladder,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,660,Adult Passage Ladder,LADDER,1
384.1B796B7B69,CGS11194.TW1,7/13/2011,TWISPR - Twisp River,7/29/2011,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/2/2014,CGS14153.TW2,7/1/2014,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,670,Weir Trap,WTRAP,1
384.1B796B7D7F,CGS12160.TW2,6/8/2012,TWISPW - Twisp River Weir (WDFW),6/20/2012,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,5/28/2013,CGS13148.TW1,6/30/2013,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,590,Weir Trap,WTRAP,1
384.1B796B8994,CGS12135.WL2,5/14/2012,WEL - Wells Dam,6/14/2012,WELLD2 - WEL - Release into the West Adult Fish Ladder,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,7/1/2013,CGS13182.TW4,7/7/2013,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,680,Weir Trap,WTRAP,1
384.1B796F0A39,TLM12283.AFZ,10/9/2012,CHIWAR - Chiwawa River,10/9/2012,CHIWAR - Chiwawa River,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/6/2013,TLM13157.AAZ,6/6/2013,"CHIWAT - Chiwawa River Trap, 0.5 km below CHIP acclimation pond","CHIWAT - Chiwawa River Trap, 0.5 km below CHIP acclimation pond",7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,145,Screw Trap,SCREWT,1
384.1B796F16CD,TLM12291.AFZ,10/17/2012,CHIWAR - Chiwawa River,10/17/2012,CHIWAR - Chiwawa River,1,Chinook,1,Spring,W,Wild Fish or Natural Production,5/29/2013,TLM13149.AAZ,5/29/2013,"CHIWAT - Chiwawa River Trap, 0.5 km below CHIP acclimation pond","CHIWAT - Chiwawa River Trap, 0.5 km below CHIP acclimation pond",7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,186,Screw Trap,SCREWT,1
384.1B796F3C32,TLM12285.AFZ,10/11/2012,CHIWAR - Chiwawa River,10/11/2012,CHIWAR - Chiwawa River,1,Chinook,1,Spring,W,Wild Fish or Natural Production,10/1/2012,TLM12275.AAZ,10/16/2012,"CHIWAT - Chiwawa River Trap, 0.5 km below CHIP acclimation pond","CHIWAT - Chiwawa River Trap, 0.5 km below CHIP acclimation pond",7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,267,Screw Trap,SCREWT,1
384.1B796F3DAC,TLM12276.AFZ,10/2/2012,CHIWAR - Chiwawa River,10/2/2012,CHIWAR - Chiwawa River,1,Chinook,1,Spring,W,Wild Fish or Natural Production,11/5/2012,TLM12310.AAZ,11/5/2012,"CHIWAT - Chiwawa River Trap, 0.5 km below CHIP acclimation pond","CHIWAT - Chiwawa River Trap, 0.5 km below CHIP acclimation pond",7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,172,Screw Trap,SCREWT,1
384.1B7971258B,TLM12276.AFZ,10/2/2012,CHIWAR - Chiwawa River,10/2/2012,CHIWAR - Chiwawa River,3,Steelhead,2,Summer,W,Wild Fish or Natural Production,10/20/2012,TLM12294.AAZ,10/20/2012,"CHIWAT - Chiwawa River Trap, 0.5 km below CHIP acclimation pond","CHIWAT - Chiwawa River Trap, 0.5 km below CHIP acclimation pond",7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,179,Screw Trap,SCREWT,1
384.36F2B32A3D,KDM12262.LBT,9/18/2012,"LBRIC - Little Bridge Creek,tributary to Twisp River",9/18/2012,"LBRIC - Little Bridge Creek,tributary to Twisp River",7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/2/2014,CGS14153.TW2,7/12/2014,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,440,Weir Trap,WTRAP,1
384.36F2B4B4C3,CGS13280.MF3,10/7/2013,CHEWUR - Chewuch River,10/7/2013,CHEWUR - Chewuch River,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,10/24/2013,CGS13297.MF1,10/24/2013,CHEWUR - Chewuch River,CHEWUR - Chewuch River,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,146,Electro-Shock,SHOCK,1
384.36F2B4D946,CGS13148.TW2,5/28/2013,TWISPW - Twisp River Weir (WDFW),6/17/2013,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/2/2014,CGS14153.TW2,6/21/2014,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,570,Weir Trap,WTRAP,1
384.36F2B4D956,CGS13148.TW2,5/28/2013,TWISPW - Twisp River Weir (WDFW),6/10/2013,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/2/2014,CGS14153.TW2,6/23/2014,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,670,Weir Trap,WTRAP,1
384.36F2B4D956,CGS13148.TW2,5/28/2013,TWISPW - Twisp River Weir (WDFW),6/10/2013,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/23/2016,AJG-2016-138-RDT.xml,6/24/2016,TWISPR - Twisp River,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,700,Weir Trap,WTRAP,1
384.36F2B4D95A,CGS13148.TW2,5/28/2013,TWISPW - Twisp River Weir (WDFW),6/15/2013,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/2/2014,CGS14153.TW2,6/24/2014,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,590,Weir Trap,WTRAP,1
384.36F2B4D95A,CGS13148.TW2,5/28/2013,TWISPW - Twisp River Weir (WDFW),6/15/2013,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/2/2014,CGS14153.TW3,7/3/2014,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,590,Weir Trap,WTRAP,1
384.36F2B4D971,CGS13148.TW2,5/28/2013,TWISPW - Twisp River Weir (WDFW),6/15/2013,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/2/2014,CGS14153.TW2,6/30/2014,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,580,Weir Trap,WTRAP,1
384.36F2B4D972,CGS13148.TW2,5/28/2013,TWISPW - Twisp River Weir (WDFW),6/22/2013,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/2/2014,CGS14153.TW2,7/2/2014,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,600,Weir Trap,WTRAP,1
384.36F2B4D974,CGS13148.TW2,5/28/2013,TWISPW - Twisp River Weir (WDFW),6/17/2013,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/2/2014,CGS14153.TW2,7/3/2014,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,530,Weir Trap,WTRAP,1
384.36F2B4D97D,CGS13148.TW2,5/28/2013,TWISPW - Twisp River Weir (WDFW),6/18/2013,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/2/2014,CGS14153.TW2,6/30/2014,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,660,Weir Trap,WTRAP,1
384.36F2B4D980,CGS13148.TW2,5/28/2013,TWISPW - Twisp River Weir (WDFW),6/22/2013,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/2/2014,CGS14153.TW2,7/10/2014,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,640,Weir Trap,WTRAP,1
384.36F2B4D98B,CGS13148.TW2,5/28/2013,TWISPW - Twisp River Weir (WDFW),6/19/2013,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,11/1/2015,CGS15305.LAI,11/1/2015,TWISPR - Twisp River,TWISPR - Twisp River,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,NA,Screw Trap,SCREWT,1
384.36F2B4D9A0,CGS13148.TW2,5/28/2013,TWISPW - Twisp River Weir (WDFW),6/9/2013,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/2/2014,CGS14153.TW2,7/1/2014,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,560,Weir Trap,WTRAP,1
384.36F2B4D9A2,CGS13148.TW2,5/28/2013,TWISPW - Twisp River Weir (WDFW),6/17/2013,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/2/2014,CGS14153.TW2,7/5/2014,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,700,Weir Trap,WTRAP,1
384.36F2B4DAF4,CGS13127.WL1,5/7/2013,WELLD2 - WEL - Release into the West Adult Fish Ladder,6/11/2013,WELLD2 - WEL - Release into the West Adult Fish Ladder,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,7/1/2013,CGS13182.TW4,7/9/2013,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,630,Weir Trap,WTRAP,1
384.36F2B4DAF4,CGS13127.WL1,5/7/2013,WELLD2 - WEL - Release into the West Adult Fish Ladder,6/11/2013,WELLD2 - WEL - Release into the West Adult Fish Ladder,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/2/2014,CGS14153.TW2,7/5/2014,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,700,Weir Trap,WTRAP,1
384.36F2B4DC67,CGS13182.TW3,7/1/2013,TWISPW - Twisp River Weir (WDFW),7/10/2013,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/2/2014,CGS14153.TW2,7/3/2014,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,600,Weir Trap,WTRAP,1
384.36F2B4DC73,CGS13182.TW3,7/1/2013,TWISPW - Twisp River Weir (WDFW),7/3/2013,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/2/2014,CGS14153.TW2,7/3/2014,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,580,Weir Trap,WTRAP,1
384.36F2B4DC73,CGS13182.TW3,7/1/2013,TWISPW - Twisp River Weir (WDFW),7/3/2013,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/20/2016,AJG-2016-138-RDT.xml,6/21/2016,TWISPR - Twisp River,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,695,Weir Trap,WTRAP,1
384.36F2B4DC7D,CGS13182.TW3,7/1/2013,TWISPW - Twisp River Weir (WDFW),7/7/2013,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/2/2014,CGS14153.TW2,7/10/2014,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,730,Weir Trap,WTRAP,1
384.36F2B4DC84,CGS13182.TW3,7/1/2013,TWISPW - Twisp River Weir (WDFW),7/7/2013,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/2/2014,CGS14153.TW2,7/12/2014,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,590,Weir Trap,WTRAP,1
384.36F2B4DC88,CGS13182.TW3,7/1/2013,TWISPW - Twisp River Weir (WDFW),7/3/2013,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/2/2014,CGS14153.TW2,7/17/2014,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,680,Weir Trap,WTRAP,1
384.36F2B4DC93,CGS13182.TW3,7/1/2013,TWISPW - Twisp River Weir (WDFW),7/3/2013,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/2/2014,CGS14153.TW2,7/1/2014,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,530,Weir Trap,WTRAP,1
384.36F2B4DCA4,CGS13182.TW3,7/1/2013,TWISPW - Twisp River Weir (WDFW),7/9/2013,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/2/2014,CGS14153.TW2,7/7/2014,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,610,Weir Trap,WTRAP,1
384.36F2B4DCA6,CGS13182.TW3,7/1/2013,TWISPW - Twisp River Weir (WDFW),7/9/2013,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/2/2014,CGS14153.TW2,6/27/2014,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,690,Weir Trap,WTRAP,1
384.36F2B4DCA7,CGS13182.TW3,7/1/2013,TWISPW - Twisp River Weir (WDFW),7/1/2013,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/2/2014,CGS14153.TW2,7/8/2014,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,670,Weir Trap,WTRAP,1
384.36F2B4DCA8,CGS13182.TW3,7/1/2013,TWISPW - Twisp River Weir (WDFW),7/13/2013,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/2/2014,CGS14153.TW2,7/10/2014,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,570,Weir Trap,WTRAP,1
384.36F2B4DCC2,CGS13182.TW3,7/1/2013,TWISPW - Twisp River Weir (WDFW),7/23/2013,TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,6/2/2014,CGS14153.TW2,6/29/2014,TWISPW - Twisp River Weir (WDFW),TWISPW - Twisp River Weir (WDFW),7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,660,Weir Trap,WTRAP,1
384.3B2399AA56,MCB15105.BLT,4/15/2015,ICICLC - Icicle Creek,10/9/2015,ICICLC - Icicle Creek,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,10/15/2015,MCB15288.BLT,10/15/2015,ICICLC - Icicle Creek,ICICLC - Icicle Creek,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,292,Dip Net,DIPNET,1
384.3B239A42D4,MCB15105.BLT,4/15/2015,ICICLC - Icicle Creek,9/30/2015,ICICLC - Icicle Creek,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,3/14/2016,NBD-2016-074-TUM.xml,6/28/2016,TUMFBY - TUM - Release into the Forebay within 0.5 km upstream of Dam,"TUM - Tumwater Dam, Wenatchee River",7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,NA,Adult Passage Ladder,LADDER,1
384.3B23B09FA8,TLM12268.AFZ,9/24/2012,CHIWAR - Chiwawa River,9/25/2012,CHIWAR - Chiwawa River,1,Chinook,1,Spring,W,Wild Fish or Natural Production,11/15/2012,TLM12320.AAZ,11/15/2012,"CHIWAT - Chiwawa River Trap, 0.5 km below CHIP acclimation pond","CHIWAT - Chiwawa River Trap, 0.5 km below CHIP acclimation pond",7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,185,Screw Trap,SCREWT,1
384.3B23B0B4BE,NBD14260.AAZ,9/17/2014,"CHIWAT - Chiwawa River Trap, 0.5 km below CHIP acclimation pond",9/17/2014,"CHIWAT - Chiwawa River Trap, 0.5 km below CHIP acclimation pond",7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,7/19/2021,NBD-2021-193-001.xml,7/19/2021,CHIWAR - Chiwawa River,CHIW - Chiwawa Weir,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,NA,Weir Trap,WTRAP,1
384.3B23B0EAD9,NBD14246.AAZ,9/3/2014,"CHIWAT - Chiwawa River Trap, 0.5 km below CHIP acclimation pond",9/3/2014,"CHIWAT - Chiwawa River Trap, 0.5 km below CHIP acclimation pond",7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,4/1/2017,NBD-2017-091-TUM.xml,7/5/2017,TUMFBY - TUM - Release into the Forebay within 0.5 km upstream of Dam,"TUM - Tumwater Dam, Wenatchee River",7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,NA,Adult Passage Ladder,LADDER,1
384.3B23B0EDD3,TLM12275.AFZ,10/1/2012,CHIWAR - Chiwawa River,10/1/2012,CHIWAR - Chiwawa River,1,Chinook,1,Spring,W,Wild Fish or Natural Production,10/20/2012,TLM12294.AAZ,10/20/2012,"CHIWAT - Chiwawa River Trap, 0.5 km below CHIP acclimation pond","CHIWAT - Chiwawa River Trap, 0.5 km below CHIP acclimation pond",7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,238,Screw Trap,SCREWT,1
384.3B23B11E5F,TLM12272.AFZ,9/28/2012,CHIWAR - Chiwawa River,9/28/2012,CHIWAR - Chiwawa River,1,Chinook,1,Spring,W,Wild Fish or Natural Production,10/17/2012,TLM12291.AAZ,10/17/2012,"CHIWAT - Chiwawa River Trap, 0.5 km below CHIP acclimation pond","CHIWAT - Chiwawa River Trap, 0.5 km below CHIP acclimation pond",7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,231,Screw Trap,SCREWT,1
384.3B23B13BC8,TLM12276.AFZ,10/2/2012,CHIWAR - Chiwawa River,10/2/2012,CHIWAR - Chiwawa River,1,Chinook,1,Spring,W,Wild Fish or Natural Production,10/21/2012,TLM12295.AAZ,10/21/2012,"CHIWAT - Chiwawa River Trap, 0.5 km below CHIP acclimation pond","CHIWAT - Chiwawa River Trap, 0.5 km below CHIP acclimation pond",7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,248,Screw Trap,SCREWT,1
3D9.1BF16A47DE,SLH06310.HA2,11/6/2006,ENTIAR - Entiat River,11/6/2006,ENTIAR - Entiat River,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,11/6/2006,MRC06310.HA2,11/6/2006,ENTIAR - Entiat River,ENTIAR - Entiat River,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,161,Screw Trap,SCREWT,1
3D9.1BF16A72FD,SLH06325.HA2,11/21/2006,ENTIAR - Entiat River,11/21/2006,ENTIAR - Entiat River,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,11/21/2006,MRC06325.HA2,11/22/2006,ENTIAR - Entiat River,ENTIAR - Entiat River,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,186,Screw Trap,SCREWT,1
3D9.1BF16B1317,SLH06123.HA2,5/3/2006,ENTIAR - Entiat River,5/3/2006,ENTIAR - Entiat River,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,5/3/2006,MRC06123.HAC,5/3/2006,ENTIAR - Entiat River,ENTIAR - Entiat River,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,119,Screw Trap,SCREWT,1
3D9.1BF16B4A12,SLH06310.HA2,11/6/2006,ENTIAR - Entiat River,11/6/2006,ENTIAR - Entiat River,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,11/6/2006,MRC06310.HA2,11/6/2006,ENTIAR - Entiat River,ENTIAR - Entiat River,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,235,Screw Trap,SCREWT,1
3D9.1BF16B5BC6,SLH06310.HA2,11/6/2006,ENTIAR - Entiat River,11/6/2006,ENTIAR - Entiat River,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,11/6/2006,MRC06310.HA2,11/6/2006,ENTIAR - Entiat River,ENTIAR - Entiat River,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,147,Screw Trap,SCREWT,1
3D9.1BF16B6508,SLH06123.HA2,5/3/2006,ENTIAR - Entiat River,5/3/2006,ENTIAR - Entiat River,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,5/3/2006,MRC06123.HAC,5/3/2006,ENTIAR - Entiat River,ENTIAR - Entiat River,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,123,Screw Trap,SCREWT,1
3D9.1BF1D6862A,KGM09270.WRE,9/27/2009,"WHITER - White River, Wenatchee River Basin",9/30/2009,"WHITER - White River, Wenatchee River Basin",7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,9/17/2017,NBD17260.AAZ,9/17/2017,"CHIWAT - Chiwawa River Trap, 0.5 km below CHIP acclimation pond","CHIWAT - Chiwawa River Trap, 0.5 km below CHIP acclimation pond",7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,570,Screw Trap,SCREWT,1
3D9.1C2C30FF07,KDM07254.FGI,9/11/2007,"FOGDEW - Foggy Dew Creek, Methow River watershed",9/11/2007,"FOGDEW - Foggy Dew Creek, Methow River watershed",7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,10/23/2007,KDM07296.FGI,10/23/2007,"GOLD2C - Gold Creek, Methow River","FOGDEW - Foggy Dew Creek, Methow River watershed",7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,157,Electro-Shock,SHOCK,1
3D9.1C2C31C060,KDM07255.FGI,9/12/2007,"FOGDEW - Foggy Dew Creek, Methow River watershed",9/12/2007,"FOGDEW - Foggy Dew Creek, Methow River watershed",7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,10/23/2007,KDM07296.FGI,10/23/2007,"GOLD2C - Gold Creek, Methow River","FOGDEW - Foggy Dew Creek, Methow River watershed",7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,158,Electro-Shock,SHOCK,1
