tag,mark_file,mark_data_project,mark_site,mark_date,release_site,release_date,species_code,species_name,run_code,run_name,rear_type_code,rear_type_name,length,mark_count
3D9.1C2D05BB4B,CGS08240.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,8/27/2008,TWISPR - Twisp River,8/28/2008,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,227,1
3D9.1C2D05BE84,KDM10244.P22,KDM - USGS Methow River Projects,METHR - Methow River,9/1/2010,METHR - Methow River,9/1/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,342,1
3D9.1C2D06B51F,KDM10216.WCI,KDM - USGS Methow River Projects,"WOLFC - Wolf Creek, Methow River",8/4/2010,"WOLFC - Wolf Creek, Methow River",8/4/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,173,1
3D9.1C2D06E686,CGS08229.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,8/16/2008,TWISPR - Twisp River,8/16/2008,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,203,1
3D9.1C2D06F21E,KDM10216.WCI,KDM - USGS Methow River Projects,"WOLFC - Wolf Creek, Methow River",8/4/2010,"WOLFC - Wolf Creek, Methow River",8/4/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,268,1
3D9.1C2D090DD1,CGS11130.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,5/10/2011,TWISPR - Twisp River,5/10/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,233,1
3D9.1C2D118D03,CGS10115.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,4/25/2010,TWISPR - Twisp River,4/25/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,157,1
3D9.1C2D1223C1,CGS12134.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,5/13/2012,TWISPR - Twisp River,5/13/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,140,1
3D9.1C2D1C832A,CGS09128.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,5/8/2009,TWISPR - Twisp River,5/8/2009,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,152,1
3D9.1C2D1C878B,CGS09182.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,7/1/2009,TWISPR - Twisp River,7/2/2009,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,157,1
3D9.1C2D1C9F5A,CGS09183.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,7/2/2009,TWISPR - Twisp River,7/2/2009,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,164,1
3D9.1C2D28AC99,CGS09180.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,6/29/2009,TWISPR - Twisp River,6/30/2009,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,157,1
3D9.1C2D2B9DB3,CGS09178.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,6/27/2009,TWISPR - Twisp River,6/28/2009,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,142,1
3D9.1C2D342288,CGS09175.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,6/24/2009,TWISPR - Twisp River,6/25/2009,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,208,1
3D9.1C2D342FB1,CGS09209.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,7/28/2009,TWISPR - Twisp River,7/29/2009,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,155,1
3D9.1C2D3C3E2D,CGS10130.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,5/10/2010,TWISPR - Twisp River,5/10/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,152,1
3D9.1C2D3C445E,CGS10128.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,5/8/2010,TWISPR - Twisp River,5/8/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,122,1
3D9.1C2D3C520B,CGS10130.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,5/10/2010,TWISPR - Twisp River,5/10/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,144,1
3D9.1C2D3C5321,CGS10129.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,5/9/2010,TWISPR - Twisp River,5/9/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,132,1
3D9.1C2D3C5528,CGS10117.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,4/27/2010,TWISPR - Twisp River,4/27/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,146,1
3D9.1C2D3C6EAF,CGS10109.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,4/19/2010,TWISPR - Twisp River,4/19/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,187,1
3D9.1C2D3D8997,CGS09316.KAI,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,11/12/2009,METHR - Methow River,11/12/2009,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,180,1
3D9.1C2D3D9E99,CGS10144.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,5/24/2010,TWISPR - Twisp River,5/24/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,214,1
3D9.1C2D3DA998,CGS11291.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,10/18/2011,TWISPR - Twisp River,10/18/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,239,1
3D9.1C2D3DB990,CGS09174.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,6/23/2009,TWISPR - Twisp River,6/24/2009,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,190,1
3D9.1C2D3DBE7D,CGS10262.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,9/19/2010,TWISPR - Twisp River,9/19/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,232,1
3D9.1C2D3F64D6,CGS10144.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,5/24/2010,TWISPR - Twisp River,5/24/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,189,1
3D9.1C2D3F6A30,CGS10285.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,10/12/2010,TWISPR - Twisp River,10/12/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,187,1
3D9.1C2D3F9CCE,CGS11249.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,9/6/2011,TWISPR - Twisp River,9/7/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,200,1
3D9.1C2D4193EF,CGS10148.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,5/28/2010,TWISPR - Twisp River,5/28/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,200,1
3D9.1C2D41947F,CGS11082.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,3/23/2011,TWISPR - Twisp River,3/25/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,162,1
3D9.1C2D41A3FD,CGS11276.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,10/3/2011,TWISPR - Twisp River,10/3/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,223,1
3D9.1C2D41A556,CGS10126.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,5/6/2010,TWISPR - Twisp River,5/6/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,214,1
3D9.1C2D41B0D1,CGS10249.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,9/6/2010,TWISPR - Twisp River,9/7/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,187,1
3D9.1C2D41B3CB,CGS10136.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,5/16/2010,TWISPR - Twisp River,5/16/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,155,1
3D9.1C2D41B712,CGS11247.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,9/4/2011,TWISPR - Twisp River,9/4/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,209,1
3D9.1C2D41CA16,CGS10144.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,5/24/2010,TWISPR - Twisp River,5/24/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,151,1
3D9.1C2D45EF46,CGS10272.Q70,CGS - Charles Snow Projects,TWISPR - Twisp River,9/29/2010,TWISPR - Twisp River,9/29/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,131,1
3D9.1C2D45F2E8,CGS10281.S94,CGS - Charles Snow Projects,TWISPR - Twisp River,10/8/2010,TWISPR - Twisp River,10/8/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,277,1
3D9.1C2D45F2FB,CGS10291.ST2,CGS - Charles Snow Projects,TWISPR - Twisp River,10/18/2010,TWISPR - Twisp River,10/18/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,210,1
3D9.1C2D45F630,CGS10137.EL1,CGS - Charles Snow Projects,WEL - Wells Dam,5/17/2010,WELLD1 - WEL - Release into the East Adult Fish Ladder,6/1/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,640,1
3D9.1C2D45F873,CGS11129.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,5/9/2011,TWISPR - Twisp River,5/9/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,200,1
3D9.1C2D45FE4E,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/4/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,640,1
3D9.1C2D4606D5,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/4/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,590,1
3D9.1C2D4607ED,CGS11132.WL1,CGS - Charles Snow Projects,WEL - Wells Dam,5/12/2011,WELLD2 - WEL - Release into the West Adult Fish Ladder,6/13/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,610,1
3D9.1C2D4608A2,CGS10135.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,5/15/2010,TWISPR - Twisp River,5/15/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,129,1
3D9.1C2D4608BC,CGS11277.KAI,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,10/4/2011,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,10/4/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,220,1
3D9.1C2D460D02,CGS10120.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,4/30/2010,TWISPR - Twisp River,4/30/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,130,1
3D9.1C2D4611A8,CGS10123.WL1,CGS - Charles Snow Projects,WEL - Wells Dam,5/3/2010,WELFBY - WEL - Release into the Forebay within 0.5 km upstream of Dam,6/28/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,570,1
3D9.1C2D4611DE,CGS11129.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,5/9/2011,TWISPR - Twisp River,5/9/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,142,1
3D9.1C2D4612C6,CGS10272.Q70,CGS - Charles Snow Projects,TWISPR - Twisp River,9/29/2010,TWISPR - Twisp River,9/29/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,118,1
3D9.1C2D461422,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/4/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,570,1
3D9.1C2D4617CE,CGS11201.MBZ,CGS - Charles Snow Projects,CHEWUR - Chewuch River,7/20/2011,CHEWUR - Chewuch River,7/20/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,220,1
3D9.1C2D461B1A,CGS11284.LFZ,CGS - Charles Snow Projects,TWISPR - Twisp River,10/11/2011,TWISPR - Twisp River,10/11/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,178,1
3D9.1C2D461B63,CGS10144.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,5/24/2010,TWISPR - Twisp River,5/24/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,183,1
3D9.1C2D461C06,CGS11278.LFZ,CGS - Charles Snow Projects,TWISPR - Twisp River,10/5/2011,TWISPR - Twisp River,10/5/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,231,1
3D9.1C2D46203C,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/4/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,610,1
3D9.1C2D462067,CGS10175.078,CGS - Charles Snow Projects,TWISPR - Twisp River,6/24/2010,TWISPR - Twisp River,6/24/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,272,1
3D9.1C2D4620C8,CGS10283.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,10/10/2010,TWISPR - Twisp River,10/10/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,213,1
3D9.1C2D462291,CGS11283.MF1,CGS - Charles Snow Projects,CHEWUR - Chewuch River,10/10/2011,CHEWUR - Chewuch River,10/10/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,165,1
3D9.1C2D462536,CGS10137.EL1,CGS - Charles Snow Projects,WEL - Wells Dam,5/17/2010,WELLD1 - WEL - Release into the East Adult Fish Ladder,5/24/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,620,1
3D9.1C2D462A95,CGS10283.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,10/10/2010,TWISPR - Twisp River,10/10/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,198,1
3D9.1C2D462AE0,CGS10220.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,8/8/2010,TWISPR - Twisp River,8/9/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,174,1
3D9.1C2D46315C,CGS10123.WL1,CGS - Charles Snow Projects,WEL - Wells Dam,5/3/2010,WELFBY - WEL - Release into the Forebay within 0.5 km upstream of Dam,6/8/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,600,1
3D9.1C2D4631CB,CGS10150.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,5/30/2010,TWISPR - Twisp River,5/30/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,164,1
3D9.1C2D4631E9,CGS10133.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,5/13/2010,TWISPR - Twisp River,5/13/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,148,1
3D9.1C2D5C2058,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/19/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,740,1
3D9.1C2D5C2679,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/23/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,450,1
3D9.1C2D5C2793,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/22/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,510,1
3D9.1C2D5C3E4B,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/9/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,700,1
3D9.1C2D5CADAE,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/8/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,550,1
3D9.1C2D5CB16A,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/16/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,640,1
3D9.1C2D5CC5A3,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/14/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,550,1
3D9.1C2D5CCA56,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/8/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,550,1
3D9.1C2D5CCBD0,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/20/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,500,1
3D9.1C2D5CD4EA,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/15/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,450,1
3D9.1C2D5CDB20,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/14/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,640,1
3D9.1C2D5CEC91,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/23/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,610,1
3D9.1C2D5CF158,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/8/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,640,1
3D9.1C2D5CF74D,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/19/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,530,1
3D9.1C2D5CFDF3,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/17/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,760,1
3D9.1C2D5CFE01,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/12/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,600,1
3D9.1C2D5D015D,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/15/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,630,1
3D9.1C2D5D03E3,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/16/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,570,1
3D9.1C2D5D06DA,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/18/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,630,1
3D9.1C2D5D0914,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/13/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,590,1
3D9.1C2D5D096C,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/8/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,600,1
3D9.1C2D5D0A66,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/13/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,680,1
3D9.1C2D5D0C78,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/23/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,690,1
3D9.1C2D5D12F6,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/23/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,660,1
3D9.1C2D5D14AA,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/14/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,600,1
3D9.1C2D5D19F1,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/8/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,580,1
3D9.1C2D5D1BDB,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/20/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,440,1
3D9.1C2D5D2CB0,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/17/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,520,1
3D9.1C2D5D2D72,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/16/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,620,1
3D9.1C2D5D349F,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/15/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,580,1
3D9.1C2D5D3AFF,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/8/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,620,1
3D9.1C2D60A95E,CGS10207.D92,CGS - Charles Snow Projects,TWISPR - Twisp River,7/26/2010,TWISPR - Twisp River,7/26/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,180,1
3D9.1C2D60AAF6,CGS11273.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,9/30/2011,TWISPR - Twisp River,9/30/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,556,1
3D9.1C2D60ACF0,CGS11286.LF1,CGS - Charles Snow Projects,TWISPR - Twisp River,10/13/2011,TWISPR - Twisp River,10/13/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,198,1
3D9.1C2D60B451,CGS11280.MFZ,CGS - Charles Snow Projects,CHEWUR - Chewuch River,10/7/2011,CHEWUR - Chewuch River,10/7/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,145,1
3D9.1C2D60B53A,CGS10295.U52,CGS - Charles Snow Projects,TWISPR - Twisp River,10/22/2010,TWISPR - Twisp River,10/22/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,175,1
3D9.1C2D60B690,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/4/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,760,1
3D9.1C2D60B69F,CGS10147.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,5/27/2010,TWISPR - Twisp River,5/27/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,217,1
3D9.1C2D60B879,CGS10272.Q70,CGS - Charles Snow Projects,TWISPR - Twisp River,9/29/2010,TWISPR - Twisp River,9/29/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,174,1
3D9.1C2D60B8C0,CGS10272.Q70,CGS - Charles Snow Projects,TWISPR - Twisp River,9/29/2010,TWISPR - Twisp River,9/29/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,168,1
3D9.1C2D60BFA5,CGS10144.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,5/24/2010,TWISPR - Twisp River,5/24/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,193,1
3D9.1C2D60C400,CGS11129.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,5/9/2011,TWISPR - Twisp River,5/9/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,160,1
3D9.1C2D60CAF7,CGS11256.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,9/13/2011,TWISPR - Twisp River,9/14/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,225,1
3D9.1C2D60D002,CGS10159.TBT,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2010,TWISPW - Twisp River Weir (WDFW),7/4/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,750,1
3D9.1C2D60D034,CGS10123.WL1,CGS - Charles Snow Projects,WEL - Wells Dam,5/3/2010,WELFBY - WEL - Release into the Forebay within 0.5 km upstream of Dam,6/3/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,600,1
3D9.1C2D60D1FF,CGS10272.Q70,CGS - Charles Snow Projects,TWISPR - Twisp River,9/29/2010,TWISPR - Twisp River,9/29/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,143,1
3D9.1C2D60E0DA,CGS11105.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,4/15/2011,TWISPR - Twisp River,4/15/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,180,1
3D9.1C2D60E4DD,CGS10272.Q70,CGS - Charles Snow Projects,TWISPR - Twisp River,9/29/2010,TWISPR - Twisp River,9/29/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,148,1
3D9.1C2D612F52,CGS10281.S94,CGS - Charles Snow Projects,TWISPR - Twisp River,10/8/2010,TWISPR - Twisp River,10/8/2010,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,242,1
3D9.1C2D613232,CGS11126.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,5/6/2011,TWISPR - Twisp River,5/6/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,200,1
3D9.1C2D61359F,CGS11094.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,4/4/2011,TWISPR - Twisp River,4/4/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,162,1
3D9.1C2D6135D0,CGS11093.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,4/3/2011,TWISPR - Twisp River,4/3/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,141,1
3D9.1C2D6153EE,CGS11126.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,5/6/2011,TWISPR - Twisp River,5/6/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,189,1
3D9.1C2D6153F5,CGS11280.MFZ,CGS - Charles Snow Projects,CHEWUR - Chewuch River,10/7/2011,CHEWUR - Chewuch River,10/7/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,163,1
