tag,mark_file,mark_data_project,mark_site,mark_date,release_site,release_date,species_code,species_name,run_code,run_name,rear_type_code,rear_type_name,length,mark_count
384.1B796B312F,CGS12004.BTM,CGS - Charles Snow Projects,METHR - Methow River,1/4/2012,METHR - Methow River,2/8/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,444,1
384.1B796B31B0,CGS11194.TW1,CGS - Charles Snow Projects,TWISPR - Twisp River,7/13/2011,TWISPW - Twisp River Weir (WDFW),7/30/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,480,1
384.1B796B321E,CGS12160.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2012,TWISPW - Twisp River Weir (WDFW),6/23/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,660,1
384.1B796B32A2,CGS11194.TW1,CGS - Charles Snow Projects,TWISPR - Twisp River,7/13/2011,TWISPW - Twisp River Weir (WDFW),7/21/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,510,1
384.1B796B3377,CGS12004.BTM,CGS - Charles Snow Projects,METHR - Methow River,1/4/2012,METHR - Methow River,2/8/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,520,1
384.1B796B33C0,CGS12135.WL2,CGS - Charles Snow Projects,WEL - Wells Dam,5/14/2012,WELLD2 - WEL - Release into the West Adult Fish Ladder,6/12/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,510,1
384.1B796B3589,CGS11194.TW1,CGS - Charles Snow Projects,TWISPR - Twisp River,7/13/2011,TWISPW - Twisp River Weir (WDFW),7/21/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,540,1
384.1B796B3706,CGS12004.BTM,CGS - Charles Snow Projects,METHR - Methow River,1/4/2012,METHR - Methow River,2/8/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,419,1
384.1B796B387C,CGS12160.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2012,TWISPW - Twisp River Weir (WDFW),6/13/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,510,1
384.1B796B3894,CGS11194.TW1,CGS - Charles Snow Projects,TWISPR - Twisp River,7/13/2011,TWISPW - Twisp River Weir (WDFW),8/13/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,440,1
384.1B796B3C42,CGS11194.TW1,CGS - Charles Snow Projects,TWISPR - Twisp River,7/13/2011,TWISPW - Twisp River Weir (WDFW),7/24/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,470,1
384.1B796B3E65,CGS12160.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2012,TWISPW - Twisp River Weir (WDFW),6/23/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,500,1
384.1B796B3E9C,CGS12160.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2012,TWISPW - Twisp River Weir (WDFW),6/23/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,530,1
384.1B796B7651,CGS12160.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2012,TWISPW - Twisp River Weir (WDFW),6/23/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,510,1
384.1B796B782E,CGS12004.BTM,CGS - Charles Snow Projects,METHR - Methow River,1/4/2012,METHR - Methow River,2/8/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,533,1
384.1B796B7B69,CGS11194.TW1,CGS - Charles Snow Projects,TWISPR - Twisp River,7/13/2011,TWISPW - Twisp River Weir (WDFW),7/29/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,570,1
384.1B796B7D7F,CGS12160.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2012,TWISPW - Twisp River Weir (WDFW),6/20/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,560,1
384.1B796B81D3,CGS11194.TW1,CGS - Charles Snow Projects,TWISPR - Twisp River,7/13/2011,TWISPW - Twisp River Weir (WDFW),8/1/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,720,1
384.1B796B877B,CGS11194.TW1,CGS - Charles Snow Projects,TWISPR - Twisp River,7/13/2011,TWISPW - Twisp River Weir (WDFW),7/25/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,470,1
384.1B796B8994,CGS12135.WL2,CGS - Charles Snow Projects,WEL - Wells Dam,5/14/2012,WELLD2 - WEL - Release into the West Adult Fish Ladder,6/14/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,660,1
384.36F2B32A3D,KDM12262.LBT,KDM - USGS Methow River Projects,"LBRIC - Little Bridge Creek,tributary to Twisp River",9/18/2012,"LBRIC - Little Bridge Creek,tributary to Twisp River",9/18/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,253,1
384.36F2B32C88,KDM13194.CST,KDM - USGS Methow River Projects,CHEWUR - Chewuch River,7/13/2013,CHEWUR - Chewuch River,7/13/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,154,1
384.36F2B32CD9,KDM13117.CST,KDM - USGS Methow River Projects,CHEWUR - Chewuch River,4/27/2013,CHEWUR - Chewuch River,4/27/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,156,1
384.36F2B332AC,KDM13312.CST,KDM - USGS Methow River Projects,CHEWUR - Chewuch River,11/8/2013,CHEWUR - Chewuch River,11/8/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,161,1
384.36F2B33762,KDM13233.SC3,KDM - USGS Methow River Projects,METHR - Methow River,8/21/2013,METHR - Methow River,8/21/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,165,1
384.36F2B338C3,KDM13096.CST,KDM - USGS Methow River Projects,CHEWUR - Chewuch River,4/6/2013,CHEWUR - Chewuch River,4/6/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,177,1
384.36F2B49E60,CGS14126.WL2,CGS - Charles Snow Projects,WELLD2 - WEL - Release into the West Adult Fish Ladder,5/6/2014,WELLD2 - WEL - Release into the West Adult Fish Ladder,6/5/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,660,1
384.36F2B4A0C0,CGS13210.LBZ,CGS - Charles Snow Projects,TWISPR - Twisp River,7/29/2013,TWISPR - Twisp River,7/29/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,146,1
384.36F2B4A0CB,CGS13210.LB1,CGS - Charles Snow Projects,TWISPR - Twisp River,7/29/2013,TWISPR - Twisp River,7/29/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,149,1
384.36F2B4A0E4,CGS13210.LBZ,CGS - Charles Snow Projects,TWISPR - Twisp River,7/29/2013,TWISPR - Twisp River,7/29/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,106,1
384.36F2B4A0ED,CGS13210.LBZ,CGS - Charles Snow Projects,TWISPR - Twisp River,7/29/2013,TWISPR - Twisp River,7/29/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,190,1
384.36F2B4A0F5,CGS13210.LBZ,CGS - Charles Snow Projects,TWISPR - Twisp River,7/29/2013,TWISPR - Twisp River,7/29/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,137,1
384.36F2B4A1F8,CGS13220.KBZ,CGS - Charles Snow Projects,METHR - Methow River,8/8/2013,METHR - Methow River,8/8/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,225,1
384.36F2B4A25B,CGS13218.LBZ,CGS - Charles Snow Projects,TWISPR - Twisp River,8/6/2013,TWISPR - Twisp River,8/6/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,200,1
384.36F2B4A269,CGS13219.LB1,CGS - Charles Snow Projects,TWISPR - Twisp River,8/7/2013,TWISPR - Twisp River,8/7/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,165,1
384.36F2B4B114,CGS13225.LBZ,CGS - Charles Snow Projects,TWISPR - Twisp River,8/13/2013,TWISPR - Twisp River,8/13/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,144,1
384.36F2B4B11A,CGS13225.LBZ,CGS - Charles Snow Projects,TWISPR - Twisp River,8/13/2013,TWISPR - Twisp River,8/13/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,184,1
384.36F2B4B134,CGS13226.KBZ,CGS - Charles Snow Projects,METHR - Methow River,8/14/2013,METHR - Methow River,8/14/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,295,1
384.36F2B4B135,CGS13225.LBZ,CGS - Charles Snow Projects,TWISPR - Twisp River,8/13/2013,TWISPR - Twisp River,8/13/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,124,1
384.36F2B4B138,CGS13225.LBZ,CGS - Charles Snow Projects,TWISPR - Twisp River,8/13/2013,TWISPR - Twisp River,8/13/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,158,1
384.36F2B4B142,CGS13225.LBZ,CGS - Charles Snow Projects,TWISPR - Twisp River,8/13/2013,TWISPR - Twisp River,8/13/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,179,1
384.36F2B4B144,CGS13225.LBZ,CGS - Charles Snow Projects,TWISPR - Twisp River,8/13/2013,TWISPR - Twisp River,8/13/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,170,1
384.36F2B4B145,CGS13225.LBZ,CGS - Charles Snow Projects,TWISPR - Twisp River,8/13/2013,TWISPR - Twisp River,8/13/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,149,1
384.36F2B4B146,CGS13226.KB3,CGS - Charles Snow Projects,METHR - Methow River,8/14/2013,METHR - Methow River,8/14/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,267,1
384.36F2B4B4C3,CGS13280.MF3,CGS - Charles Snow Projects,CHEWUR - Chewuch River,10/7/2013,CHEWUR - Chewuch River,10/7/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,148,1
384.36F2B4B55B,CGS13270.KFZ,CGS - Charles Snow Projects,METHR - Methow River,9/27/2013,METHR - Methow River,9/27/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,136,1
384.36F2B4B599,CGS13270.KFZ,CGS - Charles Snow Projects,METHR - Methow River,9/27/2013,METHR - Methow River,9/27/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,149,1
384.36F2B4B5A1,CGS13269.MFZ,CGS - Charles Snow Projects,CHEWUR - Chewuch River,9/26/2013,CHEWUR - Chewuch River,9/26/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,135,1
384.36F2B4B5E9,CGS13266.MF1,CGS - Charles Snow Projects,CHEWUR - Chewuch River,9/23/2013,CHEWUR - Chewuch River,9/23/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,160,1
384.36F2B4B600,CGS13268.KF1,CGS - Charles Snow Projects,METHR - Methow River,9/25/2013,METHR - Methow River,9/25/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,251,1
384.36F2B4B6CD,CGS13275.MFZ,CGS - Charles Snow Projects,CHEWUR - Chewuch River,10/2/2013,CHEWUR - Chewuch River,10/2/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,181,1
384.36F2B4B713,CGS13270.KF1,CGS - Charles Snow Projects,METHR - Methow River,9/27/2013,METHR - Methow River,9/27/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,123,1
384.36F2B4B78D,CGS-2013-288-LFZ.xml,CGS - Charles Snow Projects,TWISPR - Twisp River,10/15/2013,TWISPR - Twisp River,10/15/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,173,1
384.36F2B4B78F,CGS13283.KF1,CGS - Charles Snow Projects,METHR - Methow River,10/10/2013,METHR - Methow River,10/10/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,202,1
384.36F2B4BC07,CGS13282.LFZ,CGS - Charles Snow Projects,TWISPR - Twisp River,10/9/2013,TWISPR - Twisp River,10/9/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,125,1
384.36F2B4BC10,CGS13282.LFZ,CGS - Charles Snow Projects,TWISPR - Twisp River,10/9/2013,TWISPR - Twisp River,10/9/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,98,1
384.36F2B4BC28,CGS13282.LFZ,CGS - Charles Snow Projects,TWISPR - Twisp River,10/9/2013,TWISPR - Twisp River,10/9/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,82,1
384.36F2B4BC53,CGS13282.LFZ,CGS - Charles Snow Projects,TWISPR - Twisp River,10/9/2013,TWISPR - Twisp River,10/9/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,109,1
384.36F2B4BC58,CGS13282.LFZ,CGS - Charles Snow Projects,TWISPR - Twisp River,10/9/2013,TWISPR - Twisp River,10/9/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,91,1
384.36F2B4BCEB,CGS-2013-288-LFZ.xml,CGS - Charles Snow Projects,TWISPR - Twisp River,10/15/2013,TWISPR - Twisp River,10/15/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,85,1
384.36F2B4BD15,CGS-2013-288-LFZ.xml,CGS - Charles Snow Projects,TWISPR - Twisp River,10/15/2013,TWISPR - Twisp River,10/15/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,150,1
384.36F2B4BE57,CGS13284.KF2,CGS - Charles Snow Projects,METHR - Methow River,10/11/2013,METHR - Methow River,10/11/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,208,1
384.36F2B4BE7A,CGS13284.KFZ,CGS - Charles Snow Projects,METHR - Methow River,10/11/2013,METHR - Methow River,10/11/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,162,1
384.36F2B4BE9D,CGS13284.KFZ,CGS - Charles Snow Projects,METHR - Methow River,10/11/2013,METHR - Methow River,10/11/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,67,1
384.36F2B4BF39,CGS13127.WL3,CGS - Charles Snow Projects,WELLD2 - WEL - Release into the West Adult Fish Ladder,5/7/2013,WELLD2 - WEL - Release into the West Adult Fish Ladder,6/19/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,580,1
384.36F2B4C02D,CGS13193.MBZ,CGS - Charles Snow Projects,CHEWUR - Chewuch River,7/12/2013,CHEWUR - Chewuch River,7/12/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,256,1
384.36F2B4D946,CGS13148.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),5/28/2013,TWISPW - Twisp River Weir (WDFW),6/17/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,530,1
384.36F2B4D950,CGS13148.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),5/28/2013,TWISPW - Twisp River Weir (WDFW),6/10/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,610,1
384.36F2B4D956,CGS13148.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),5/28/2013,TWISPW - Twisp River Weir (WDFW),6/10/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,640,1
384.36F2B4D959,CGS13148.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),5/28/2013,TWISPW - Twisp River Weir (WDFW),6/20/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,540,1
384.36F2B4D95A,CGS13148.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),5/28/2013,TWISPW - Twisp River Weir (WDFW),6/15/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,560,1
384.36F2B4D95B,CGS13148.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),5/28/2013,TWISPW - Twisp River Weir (WDFW),6/15/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,560,1
384.36F2B4D961,CGS13148.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),5/28/2013,TWISPW - Twisp River Weir (WDFW),6/16/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,680,1
384.36F2B4D966,CGS13148.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),5/28/2013,TWISPW - Twisp River Weir (WDFW),6/18/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,650,1
384.36F2B4D971,CGS13148.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),5/28/2013,TWISPW - Twisp River Weir (WDFW),6/15/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,550,1
384.36F2B4D972,CGS13148.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),5/28/2013,TWISPW - Twisp River Weir (WDFW),6/22/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,560,1
384.36F2B4D974,CGS13148.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),5/28/2013,TWISPW - Twisp River Weir (WDFW),6/17/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,470,1
384.36F2B4D97D,CGS13148.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),5/28/2013,TWISPW - Twisp River Weir (WDFW),6/18/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,620,1
384.36F2B4D97E,CGS13148.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),5/28/2013,TWISPW - Twisp River Weir (WDFW),6/22/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,580,1
384.36F2B4D980,CGS13148.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),5/28/2013,TWISPW - Twisp River Weir (WDFW),6/22/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,610,1
384.36F2B4D981,CGS13148.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),5/28/2013,TWISPW - Twisp River Weir (WDFW),6/21/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,600,1
384.36F2B4D984,CGS13148.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),5/28/2013,TWISPW - Twisp River Weir (WDFW),6/16/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,530,1
384.36F2B4D989,CGS13148.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),5/28/2013,TWISPW - Twisp River Weir (WDFW),6/9/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,540,1
384.36F2B4D98B,CGS13148.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),5/28/2013,TWISPW - Twisp River Weir (WDFW),6/19/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,590,1
384.36F2B4D9A0,CGS13148.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),5/28/2013,TWISPW - Twisp River Weir (WDFW),6/9/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,510,1
384.36F2B4D9A2,CGS13148.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),5/28/2013,TWISPW - Twisp River Weir (WDFW),6/17/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,640,1
384.36F2B4DA73,CGS13203.LB3,CGS - Charles Snow Projects,TWISPR - Twisp River,7/22/2013,TWISPR - Twisp River,7/22/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,205,1
384.36F2B4DACA,CGS13203.LB3,CGS - Charles Snow Projects,TWISPR - Twisp River,7/22/2013,TWISPR - Twisp River,7/22/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,150,1
384.36F2B4DAF4,CGS13127.WL1,CGS - Charles Snow Projects,WELLD2 - WEL - Release into the West Adult Fish Ladder,5/7/2013,WELLD2 - WEL - Release into the West Adult Fish Ladder,6/11/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,640,1
384.36F2B4DB37,CGS13288.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,10/15/2013,TWISPR - Twisp River,10/15/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,340,1
384.36F2B4DB48,CGS13298.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,10/25/2013,TWISPR - Twisp River,10/26/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,174,1
384.36F2B4DB50,CGS14108.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,4/18/2014,TWISPR - Twisp River,4/18/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,130,1
384.36F2B4DB51,CGS13296.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,10/23/2013,TWISPR - Twisp River,10/23/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,221,1
384.36F2B4DB6D,CGS14102.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,4/12/2014,TWISPR - Twisp River,4/12/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,133,1
384.36F2B4DB76,CGS13168.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,6/17/2013,TWISPR - Twisp River,6/17/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,162,1
384.36F2B4DB79,CGS13168.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,6/17/2013,TWISPR - Twisp River,6/17/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,161,1
384.36F2B4DB89,CGS13255.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,9/12/2013,TWISPR - Twisp River,9/13/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,180,1
384.36F2B4DB90,CGS14129.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,5/9/2014,TWISPR - Twisp River,5/9/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,137,1
384.36F2B4DB99,CGS14122.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,5/2/2014,TWISPR - Twisp River,5/2/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,184,1
384.36F2B4DC63,CGS13182.TW3,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),7/1/2013,TWISPW - Twisp River Weir (WDFW),7/3/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,540,1
384.36F2B4DC67,CGS13182.TW3,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),7/1/2013,TWISPW - Twisp River Weir (WDFW),7/10/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,550,1
384.36F2B4DC68,CGS13182.TW3,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),7/1/2013,TWISPW - Twisp River Weir (WDFW),7/3/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,740,1
384.36F2B4DC6A,CGS13182.TW3,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),7/1/2013,TWISPW - Twisp River Weir (WDFW),7/10/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,490,1
384.36F2B4DC6C,CGS13182.TW3,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),7/1/2013,TWISPW - Twisp River Weir (WDFW),7/3/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,600,1
384.36F2B4DC6D,CGS13182.TW3,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),7/1/2013,TWISPW - Twisp River Weir (WDFW),7/6/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,470,1
384.36F2B4DC6E,CGS13182.TW3,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),7/1/2013,TWISPW - Twisp River Weir (WDFW),7/6/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,500,1
384.36F2B4DC73,CGS13182.TW3,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),7/1/2013,TWISPW - Twisp River Weir (WDFW),7/3/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,520,1
384.36F2B4DC75,CGS13182.TW3,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),7/1/2013,TWISPW - Twisp River Weir (WDFW),7/3/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,460,1
384.36F2B4DC77,CGS13182.TW3,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),7/1/2013,TWISPW - Twisp River Weir (WDFW),7/16/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,520,1
384.36F2B4DC7A,CGS13182.TW3,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),7/1/2013,TWISPW - Twisp River Weir (WDFW),7/2/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,610,1
384.36F2B4DC7D,CGS13182.TW3,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),7/1/2013,TWISPW - Twisp River Weir (WDFW),7/7/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,730,1
384.36F2B4DC83,CGS13182.TW3,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),7/1/2013,TWISPW - Twisp River Weir (WDFW),7/7/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,560,1
384.36F2B4DC84,CGS13182.TW3,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),7/1/2013,TWISPW - Twisp River Weir (WDFW),7/7/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,550,1
384.36F2B4DC88,CGS13182.TW3,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),7/1/2013,TWISPW - Twisp River Weir (WDFW),7/3/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,630,1
384.36F2B4DC8D,CGS13182.TW3,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),7/1/2013,TWISPW - Twisp River Weir (WDFW),7/6/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,480,1
384.36F2B4DC93,CGS13182.TW3,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),7/1/2013,TWISPW - Twisp River Weir (WDFW),7/3/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,480,1
384.36F2B4DC96,CGS13182.TW3,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),7/1/2013,TWISPW - Twisp River Weir (WDFW),7/2/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,450,1
384.36F2B4DC97,CGS13182.TW3,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),7/1/2013,TWISPW - Twisp River Weir (WDFW),7/14/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,530,1
384.36F2B4DC9A,CGS13182.TW3,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),7/1/2013,TWISPW - Twisp River Weir (WDFW),7/6/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,530,1
384.36F2B4DC9B,CGS13182.TW3,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),7/1/2013,TWISPW - Twisp River Weir (WDFW),7/3/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,460,1
384.36F2B4DC9D,CGS13182.TW3,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),7/1/2013,TWISPW - Twisp River Weir (WDFW),7/5/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,470,1
